{'w': '2', 'numGen': '1000', 'K': '4', 'mutRate': '0.95', 'popSize': '100', 'N': '10', 'seedSolution': '11001111000000000000'}
Initial fitness: 0.0
2
Processing Geneeration 3, max fit: 0.0, max genome: 0b11001111000000000000
Processing Geneeration 932, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 933, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 934, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 935, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 936, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 937, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 938, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 939, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 940, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111001010100010
Processing Geneeration 941, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111011010000010
Processing Geneeration 942, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 943, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 944, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 945, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 946, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010110
Processing Geneeration 947, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111111010000010
Processing Geneeration 948, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 949, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100011010110
Processing Geneeration 950, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 951, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 952, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 953, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010110
Processing Geneeration 954, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 955, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 956, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010110
Processing Geneeration 957, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010110010
Processing Geneeration 958, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 959, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 960, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 961, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 962, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 963, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 964, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 965, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100010100010
Processing Geneeration 966, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 967, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 968, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 969, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 970, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 971, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 972, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 973, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111101110100010
Processing Geneeration 974, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 975, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 976, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111000010110010
Processing Geneeration 977, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 978, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 979, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 980, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100100010010
Processing Geneeration 981, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 982, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110110000
Processing Geneeration 983, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 984, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 985, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 986, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110110000
Processing Geneeration 987, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 988, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 989, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 990, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 991, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 992, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
Processing Geneeration 993, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110000000
Processing Geneeration 994, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110110000
Processing Geneeration 995, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110011010
Processing Geneeration 996, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 997, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110000000
Processing Geneeration 998, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010010
Processing Geneeration 999, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110010000
Processing Geneeration 1000, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110000000
Processing Geneeration 1001, max fit: 5.46416102702, max genome: 0b1100110011001100110011001111100110100010
0b1100110011001100110011001111100110100010
